participant_id,consent,important,science_class,theology_class,accept,gov_funding,who_funded,replicated,belief_likert,attention_check,reading_check,sex,age,done_before,explained_belief,condition,presence,composite_trust,theism,attention_correct
R_1z8uU3a0AttuivH,consent,1,-2,-3,-3,0,-3,-3,-3,dax,6,female,20,no,atheism,abnormal,possess,-1.8571428571428572,atheist,TRUE
R_8iRsyqebdiCBkhf,consent,3,-2,1,0,0,-1,-2,-2,dax,6,male,26,no,god,normal,lack,-0.14285714285714285,atheist,TRUE
R_6G3mh4cz2OHboEd,consent,1,-2,-3,-1,0,-3,-3,-3,dax,7,female,29,no,atheism,normal,possess,-1.5714285714285714,atheist,TRUE
R_3O7811JCu9WksPb,consent,3,1,1,0,-3,-3,-3,-3,dax,7,male,28,no,god,abnormal,lack,-0.5714285714285714,atheist,TRUE
R_37Po1xgioBvJrbT,consent,-1,0,0,1,-3,-2,-2,0,dax,67,male,34,no,atheism,normal,possess,-1,neither,TRUE
R_80lo8VEiXxvgrMp,consent,1,1,2,0,1,-1,-0,-2,dax,6,male,19,no,god,abnormal,lack,0.5714285714285714,atheist,TRUE
R_6JapyqiQNt0hBv7,consent,1,2,1,1,-3,-2,-3,2,dax,67,female,47,no,atheism,normal,possess,-0.42857142857142855,theist,TRUE
R_6SDckOerrDyBvGR,consent,1,-2,0,-3,-2,1,-2,-3,dax,67,male,26,no,god,abnormal,lack,-1,atheist,TRUE
R_2a85XMR7dQ1xfzT,no_consent,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
R_5alBMLnf5kVDUnH,consent,2,0,0,1,2,-2,-2,1,dax,7,male,48,no,god,abnormal,lack,0.14285714285714285,theist,TRUE
R_8llteNnTFUsw4Qd,consent,2,3,2,2,2,-2,-1,3,dax,5,female,34,NA,atheism,normal,possess,1.1428571428571428,theist,TRUE
R_bOebSk8qcvMgWYB,consent,2,1,1,0,1,-2,-2,3,dax,6,female,66,no,atheism,abnormal,possess,0.14285714285714285,theist,TRUE
R_2aSUvrtxjgusWkR,consent,3,-1,2,3,1,-3,-2,3,dax,0,male,45,no,god,normal,lack,0.42857142857142855,theist,TRUE
R_8680wk7lLFt7bdH,consent,-2,-2,-2,-2,0,-3,-3,3,dax,6,female,53,no,atheism,abnormal,lack,-2,theist,TRUE
R_6YvUiwptAELxPkF,no_consent,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
R_cC6UMVjtbf4Fk2h,consent,1,0,1,-1,-3,-3,-3,2,dax,6,female,43,no,god,normal,possess,-1.1428571428571428,theist,TRUE
R_87lmrEkMycRNwEZ,consent,3,3,3,3,3,-3,-3,-3,dax,3,male,24,no,atheism,normal,lack,1.2857142857142858,atheist,TRUE
R_0k31OABkAedNcmF,consent,0,-1,-1,NA,-2,-0,-0,-2,dax,56,male,23,no,atheism,abnormal,possess,NA,atheist,TRUE
R_bpB2xz5A5mjDDxz,consent,-2,-3,-2,-3,-2,-3,-3,0,dax,6,male,55,no,god,normal,possess,-2.5714285714285716,neither,TRUE
R_6GuEPtxE6QoQeWh,consent,2,2,1,1,2,-3,-2,3,dax,6,male,23,no,god,normal,lack,0.42857142857142855,theist,TRUE
R_a2AyNKxswO6wrQh,no_consent,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
R_5vvBt3LQFRG0Qh7,consent,2,2,1,0,0,-2,-3,3,Dax,6,female,69,no,atheism,abnormal,lack,0,theist,TRUE
R_4N74ULNnDhO7dwV,consent,1,1,1,1,1,-1,-1,-3,dax,0,male,33,yes,god,abnormal,lack,0.42857142857142855,atheist,TRUE
R_bPzmn8H8EsTX8Ff,consent,2,1,1,2,1,-2,-1,-2,dax,6,male,25,no,atheism,abnormal,lack,0.5714285714285714,atheist,TRUE
R_3CdERpgGYVrQZlX,consent,1,1,1,1,1,-1,-2,1,dax,5,female,28,no,atheism,normal,possess,0.2857142857142857,theist,TRUE
R_1ztZJx0fCNDFCU5,consent,1,1,1,1,2,-1,-2,-3,dax,6,male,45,no,god,normal,possess,0.42857142857142855,atheist,TRUE
R_3kDZiL6jB0obDb7,consent,-1,0,-1,0,-1,-1,-1,-2,dax,0,male,31,no,god,normal,lack,-0.7142857142857143,atheist,TRUE
R_dp8stuRT37B5lhX,consent,1,-2,-2,1,-1,-3,-2,0,dax,6,male,32,no,atheism,abnormal,possess,-1.1428571428571428,neither,TRUE
R_3DTBBKxdrOIXbO5,consent,1,1,2,0,1,-1,-1,3,dax,236,female,23,no,atheism,abnormal,possess,0.42857142857142855,theist,TRUE
R_73yHBGvN15uR0k5,consent,3,2,2,0,1,-3,-3,0,dax,6,female,59,maybe,god,normal,possess,0.2857142857142857,neither,TRUE
R_0chMYkEQ5flq21f,consent,-1,-1,-2,0,-1,-1,-2,2,Dax,6,male,45,no,god,normal,lack,-1.1428571428571428,theist,TRUE
R_6LPPafmXK4xHyyV,consent,0,-2,0,0,-1,-1,-0,3,dax,6,female,26,no,atheism,abnormal,lack,-0.5714285714285714,theist,TRUE
R_barbC1DXbYa3smF,consent,3,0,1,2,1,-2,-3,2,dax,6,female,46,no,god,normal,possess,0.2857142857142857,theist,TRUE
R_eWEL31mnQNuRLVj,consent,-3,0,0,-2,-3,-3,-3,-3,DAX,6,female,51,yes,god,abnormal,lack,-2,atheist,TRUE
R_0JrSGWVVS2fEbLT,consent,2,-1,0,1,-1,-2,-2,-1,dax,6,female,19,no,atheism,normal,possess,-0.42857142857142855,atheist,TRUE
R_6G0DAPEuz7OOx13,consent,1,0,0,1,-2,-1,-2,0,dax,0,female,26,no,atheism,abnormal,lack,-0.42857142857142855,neither,TRUE
R_cOAU8ubBmhwI6eV,consent,1,1,2,2,1,-0,-3,1,dax,0,male,21,no,god,abnormal,possess,0.5714285714285714,theist,TRUE
R_9yIsqO69rO2zP9P,consent,-3,0,0,0,-3,-0,-0,0,dax,0,male,26,no,atheism,normal,lack,-0.8571428571428571,neither,TRUE
R_doHb6WV5kOdnEtT,consent,0,2,-2,-1,-2,1,-1,-1,dax,5,male,23,NA,god,abnormal,possess,-0.42857142857142855,atheist,TRUE
R_3ErpkoJy99MSKt7,no_consent,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
R_b7XmL355ZYpjd3f,consent,2,-2,-2,-1,1,-1,-2,-1,dax,0,male,46,no,god,abnormal,lack,-0.7142857142857143,atheist,TRUE
R_3gBIq5I2Z3XOJXT,consent,-1,-1,0,-1,-3,-2,-0,1,dax,0,female,43,no,atheism,normal,possess,-1.1428571428571428,theist,TRUE
R_8wEuA1kSAcxJ1Bj,consent,0,-3,-3,-2,1,-2,-3,-2,dax,26,male,22,no,atheism,abnormal,possess,-1.7142857142857142,atheist,TRUE
R_5jURg9zOTrfwQJL,consent,-3,-3,-3,-2,-3,-0,-2,-3,dax,0,male,36,no,god,normal,lack,-2.2857142857142856,atheist,TRUE
R_3Vub3LXbsKMLyi9,consent,0,1,2,1,-1,-1,-2,3,dax,5,male,29,no,god,abnormal,possess,0,theist,TRUE
R_emp3lN26jYSZzF3,consent,2,1,1,1,2,-2,-2,-2,dax,6,male,25,no,god,abnormal,lack,0.42857142857142855,atheist,TRUE
R_4OBN2tlDHkSdrtb,consent,1,1,2,1,2,-2,-1,-1,dax,6,male,25,no,atheism,normal,lack,0.5714285714285714,atheist,TRUE
R_8qUka5Ozu98187b,consent,2,1,1,-1,0,-1,-3,-3,dax,5,male,30,no,god,normal,lack,-0.14285714285714285,atheist,TRUE
R_3C027FxT2l3hvzT,consent,-1,-1,-1,0,-1,-2,-2,-2,dax,6,female,50,no,atheism,abnormal,possess,-1.1428571428571428,atheist,TRUE
R_bmhQnjP7Q3m7WJv,consent,1,-1,-1,-2,-3,1,-2,3,dax,0,female,29,no,god,abnormal,lack,-1,theist,TRUE
R_a5cotjvq1r4ujrL,consent,3,3,3,3,3,3,-3,3,dax,6,male,29,no,atheism,normal,possess,2.142857142857143,theist,TRUE
R_benvKkn73Ttq6fr,consent,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,atheism,abnormal,lack,NA,NA,FALSE
R_1Y8lQl9YAYVk5E1,consent,-1,1,-1,1,2,-2,-3,2,dax,2,male,21,no,god,normal,lack,-0.42857142857142855,theist,TRUE
R_4JeWYu5DBkZ2BQ9,consent,1,-3,-2,-3,-2,-3,-3,-3,dax,56,female,33,no,atheism,abnormal,possess,-2.142857142857143,atheist,TRUE
R_9MtKlqm4bW7gnTn,no_consent,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
R_1GFsye3mZPwr78x,consent,2,2,2,3,1,-1,-3,-2,dax,6,female,34,no,god,normal,possess,0.8571428571428571,atheist,TRUE
R_79F9IeueJdPaUfP,consent,0,-1,1,2,-1,-1,-2,-1,dax,6,male,41,no,god,abnormal,lack,-0.2857142857142857,atheist,TRUE
R_9SugvMuo34KZJOJ,consent,2,0,0,0,0,-3,-2,-2,dax,6,male,25,no,atheism,abnormal,lack,-0.42857142857142855,atheist,TRUE
R_eV4Z6KVCTkrbca1,consent,3,3,3,3,3,-3,-3,-2,NA,2,male,27,no,god,normal,lack,1.2857142857142858,atheist,FALSE
R_do3eNsCLIiQTJ2Z,consent,2,2,2,-3,1,-2,-3,0,dax,3,male,21,no,atheism,abnormal,possess,-0.14285714285714285,neither,TRUE
R_1FysolgKvRikxp3,consent,3,3,3,3,3,-3,-3,1,dax,6,female,30,no,god,abnormal,possess,1.2857142857142858,theist,TRUE
R_3UUhXiSdUNItifj,consent,2,2,2,2,3,-3,-3,0,dax,6,male,35,no,atheism,normal,lack,0.7142857142857143,neither,TRUE
R_5cJ99DtlSDItSTj,consent,2,-2,-2,-2,-2,-2,-3,0,dax,6,male,27,no,god,normal,lack,-1.5714285714285714,neither,TRUE
R_2fLPnMOuzo2ZioB,consent,1,-1,1,0,1,-1,-2,1,dax,0,male,31,no,god,normal,lack,-0.14285714285714285,theist,TRUE
R_0wkk0wvmhSxHoHP,consent,0,2,2,0,-2,-3,-3,-2,dax,0,male,27,no,atheism,abnormal,possess,-0.5714285714285714,atheist,TRUE
R_55Q0eoK5CBnwBo1,consent,1,-3,-3,-2,-3,-3,-3,3,dax,6,female,51,no,atheism,normal,possess,-2.2857142857142856,theist,TRUE
R_9t2b8VgvZEVHsnX,consent,3,3,1,1,3,-3,-3,-3,dax,6,female,24,no,atheism,normal,possess,0.7142857142857143,atheist,TRUE
R_eOGoDlKrON6jCoB,no_consent,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
R_0BZawqPI64m8cZv,consent,-2,1,1,-1,-2,-2,-2,1,dax,0,female,28,no,atheism,normal,possess,-1,theist,TRUE
R_0vOv2qn3pLq50wt,consent,-2,-1,-1,2,-3,-2,-3,1,dax,2,female,36,no,atheism,abnormal,possess,-1.4285714285714286,theist,TRUE
R_eRQ3LMdATTk92GF,consent,0,0,0,-1,-1,-1,-1,2,dax,23,male,25,maybe,god,abnormal,lack,-0.5714285714285714,theist,TRUE
R_a3E3wVwhFvtUPyZ,consent,-1,2,1,0,2,-3,-0,1,dax,0,male,28,no,god,abnormal,possess,0.14285714285714285,theist,TRUE
R_261nShC2PDaDU8t,consent,0,2,0,0,0,-2,-2,0,dax,0,male,22,no,god,abnormal,lack,-0.2857142857142857,neither,TRUE
R_ahmiLXBJ8oNwcip,consent,-1,-1,1,-1,1,-3,-3,1,dax,2,female,33,no,atheism,normal,possess,-1,theist,TRUE
R_09tO516hnp3z3c9,consent,1,-2,1,-2,-2,-3,-3,3,dax,6,female,33,no,god,abnormal,lack,-1.4285714285714286,theist,TRUE
R_0dq7UyYPhogMmj3,consent,2,2,2,-2,0,-3,-3,-2,dax,0,male,21,no,atheism,normal,lack,-0.2857142857142857,atheist,TRUE
R_6RqJyPMqf3bqL9b,consent,1,1,-1,1,1,-1,-1,-2,dax,2,male,23,no,god,abnormal,possess,0.14285714285714285,atheist,TRUE
R_eG4qCDLqIGStUFL,consent,0,1,0,0,0,-1,-1,-3,dax,6,male,26,maybe,god,normal,possess,-0.14285714285714285,atheist,TRUE
R_6rLiamUnDisaHBz,no_consent,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
R_0ozLGiCudPzoBSZ,consent,1,0,2,-2,1,2,-1,0,dax,6,male,20,no,god,normal,lack,0.42857142857142855,neither,TRUE
R_4TqnHHTayHIe2QB,consent,1,1,1,0,0,-2,-2,2,dax,6,male,30,no,atheism,abnormal,lack,-0.14285714285714285,theist,TRUE
R_2hMki2TDe9dKBKZ,consent,1,1,1,2,-1,-2,-2,-3,dax,6,female,29,no,atheism,normal,lack,0,atheist,TRUE
R_cGfT8citcBMXgVv,consent,2,1,1,-1,1,-3,-2,-2,dax,0,male,27,no,god,abnormal,lack,-0.14285714285714285,atheist,TRUE
R_5mOZbVJmGPxYjzv,consent,1,1,0,1,2,1,-0,3,dax,2,female,25,yes,atheism,normal,lack,0.8571428571428571,theist,TRUE
R_4PzApYo0oZKJSPH,consent,-3,0,0,-2,-1,-3,-3,-2,dax,6,female,36,no,atheism,abnormal,possess,-1.7142857142857142,atheist,TRUE
R_eP9freuZCDFJMSp,consent,-3,-3,-3,-3,-3,3,-0,-3,dax,0,female,32,no,atheism,normal,lack,-1.7142857142857142,atheist,TRUE
R_emwkZcVTuGDukaV,consent,2,0,1,2,2,-1,-2,-2,dax,6,male,27,no,god,abnormal,possess,0.5714285714285714,atheist,TRUE
R_ebxxEOwaGTN3t0F,consent,2,2,-1,0,2,-3,-3,-1,dax,6,male,39,no,god,normal,lack,-0.14285714285714285,atheist,TRUE
R_9uhWM2txm4WlRJ3,consent,0,0,0,-3,-3,-3,-3,-2,dax,2,female,28,no,atheism,abnormal,possess,-1.7142857142857142,atheist,TRUE
R_0Naar0BQrbHskfj,consent,-1,-1,-1,-1,-2,-1,-2,2,dax,6,male,39,no,god,abnormal,lack,-1.2857142857142858,theist,TRUE
R_9QDZlWGzLvrAiZT,consent,3,2,3,2,2,-2,-2,-3,dax,6,male,27,no,atheism,normal,possess,1.1428571428571428,atheist,TRUE
R_0DIhvWk29b36k05,consent,-2,-2,1,-2,-2,-1,-1,3,NA,3,female,24,no,god,normal,lack,-1.2857142857142858,theist,FALSE
R_eEYyGqQjuRa0HPL,consent,-2,-2,2,2,1,-3,-1,0,dax,6,male,20,no,god,normal,lack,-0.42857142857142855,neither,TRUE
R_bQLNs6eWnXflem1,consent,2,2,2,2,2,-2,-2,-3,dax,6,female,19,no,atheism,normal,lack,0.8571428571428571,atheist,TRUE
R_51I9y3RG8Tiy389,consent,2,1,1,0,0,-2,-3,-2,dax,6,female,32,no,god,abnormal,possess,-0.14285714285714285,atheist,TRUE
R_2gmvUYVFrZQgKBD,consent,2,2,2,2,-3,-3,-3,3,dax,6,male,31,no,god,abnormal,lack,-0.14285714285714285,theist,TRUE
R_djtZJUQjF0LvKMB,consent,1,-1,-1,0,0,-2,-3,1,dax,6,female,47,no,atheism,abnormal,possess,-0.8571428571428571,theist,TRUE
R_6QiBTpECeszviId,consent,2,2,2,1,0,1,-2,0,dax,6,female,20,no,atheism,normal,possess,0.8571428571428571,neither,TRUE
R_envncLh435VcOJT,consent,2,2,2,-3,-3,-3,-3,3,dax,6,female,56,no,atheism,normal,possess,-0.8571428571428571,theist,TRUE
R_0Hgh5Ft5TZm5yAt,consent,-2,-1,-2,-2,-2,-1,-1,2,dax,0,male,29,no,atheism,abnormal,lack,-1.5714285714285714,theist,TRUE
R_eDk9rA9RuBQjLuJ,consent,2,2,2,1,2,-2,-3,0,dax,6,male,27,no,atheism,normal,possess,0.5714285714285714,neither,TRUE
R_bw3V8bIx74Vs5Ux,consent,0,1,2,1,0,-2,-2,2,dax,3,female,23,no,god,abnormal,lack,0,theist,TRUE
R_0JnPSOiwxqlIpwx,consent,1,0,0,0,0,-3,-3,-1,dax,6,female,19,no,atheism,abnormal,possess,-0.7142857142857143,atheist,TRUE
R_bgrl1YNCzxfZoln,consent,1,-1,-1,-2,-2,-2,-1,2,dax,3,female,28,no,god,normal,lack,-1.1428571428571428,theist,TRUE
R_5dx6IosKE0XE9Uh,consent,2,2,3,2,2,-2,-2,2,dax,36,male,24,no,atheism,abnormal,lack,1,theist,TRUE
R_6xJX4gxDLX2xlc1,consent,3,2,1,2,2,-2,-3,-3,dax,6,other,20,no,god,normal,possess,0.7142857142857143,atheist,TRUE
R_8dprwa9YXduEsBf,consent,2,-1,1,1,-2,-3,-1,1,dax,6,female,25,no,god,abnormal,possess,-0.42857142857142855,theist,TRUE
R_ey7XXt3Xn4UzVWt,consent,1,-2,1,1,1,-3,-3,-3,dax,0,male,26,yes,god,abnormal,lack,-0.5714285714285714,atheist,TRUE
R_blV5voG43jrfrhj,consent,2,1,1,1,3,-3,-3,0,dax,6,male,29,maybe,atheism,normal,possess,0.2857142857142857,neither,TRUE
R_eJxATGNEyVC64LP,consent,1,1,-1,1,0,-1,-1,1,dax,23,female,22,no,atheism,normal,possess,0,theist,TRUE
R_6u54UsvGXN3r10V,consent,3,3,3,3,0,-2,-1,-1,dax,6,male,28,no,god,abnormal,lack,1.2857142857142858,atheist,TRUE
R_9ubhfxMDXJPJ4UJ,consent,1,3,2,1,3,-1,-3,0,dax,6,male,20,no,atheism,normal,lack,0.8571428571428571,neither,TRUE
R_50ji9m21ic6ZoMZ,no_consent,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
R_1GGPFDOfQ4fgLt3,consent,2,2,2,0,0,-1,-2,3,dax,6,male,33,no,god,abnormal,lack,0.42857142857142855,theist,TRUE
R_dbvexUHDl5mjxAh,consent,-2,-1,1,1,-2,-1,-2,-1,dax,6,female,26,no,atheism,normal,lack,-0.8571428571428571,atheist,TRUE
R_4Irazwo1osfO3nT,consent,2,2,2,2,2,-1,-2,-1,dax,5,female,31,no,atheism,normal,possess,1,atheist,TRUE
R_5A12KfYfUZoqptX,consent,1,2,2,1,1,-3,-3,3,dax,6,male,36,no,god,abnormal,possess,0.14285714285714285,theist,TRUE
R_9tVkEG4vlWp3Vm5,consent,2,1,1,0,0,2,-3,1,dac,6,female,30,no,atheism,abnormal,possess,0.42857142857142855,theist,FALSE
R_4YGe4erEMtqtekd,no_consent,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
R_7OQYpmug3f3VXoN,consent,1,-1,2,1,-1,-1,-1,2,dax,0,male,19,no,god,normal,lack,0,theist,TRUE
R_eznQx3z5aeHvMuV,consent,2,-1,1,1,1,-1,-0,-3,dax,2,male,19,no,god,abnormal,possess,0.42857142857142855,atheist,TRUE
R_9zTMb9jxZJeUY05,consent,0,0,0,-1,-1,-2,-3,0,dax,0,male,22,no,god,normal,lack,-1,neither,TRUE
R_87JIVFo4WbDePdz,consent,2,2,1,2,1,-2,-2,2,dax,0,female,32,no,atheism,normal,lack,0.5714285714285714,theist,TRUE
R_2l5qYRc9LY5JX2B,consent,1,1,1,1,0,-2,-2,2,dax,6,male,18,no,atheism,abnormal,possess,0,theist,TRUE
R_37y7NS4SI3Ic00R,consent,-2,-1,-2,-2,-3,-2,-2,-3,dax,6,female,21,no,atheism,abnormal,possess,-2,atheist,TRUE
R_bQ5cdnbdLxYHGoR,consent,1,1,1,1,1,-1,-2,-1,dax,2,male,25,no,god,abnormal,possess,0.2857142857142857,atheist,TRUE
R_e4BnMt7ZVBqaK0d,consent,2,1,1,0,1,-2,-2,-3,dax,6,female,23,no,god,normal,lack,0.14285714285714285,atheist,TRUE
R_cGtsLGbpCkjrDnL,consent,2,1,1,0,0,-2,-3,-1,dax,0,NA,NA,NA,god,normal,possess,-0.14285714285714285,atheist,TRUE
R_7WzNfkYZYwx4iTH,consent,0,-1,-1,1,3,-3,-3,2,dax,6,male,24,no,atheism,normal,lack,-0.5714285714285714,theist,TRUE
R_eap0Sl3t2Ov3Rbv,consent,-2,-2,-2,-2,-1,-1,-3,-3,dax,6,male,24,no,atheism,abnormal,possess,-1.8571428571428572,atheist,TRUE
R_2612lfAR3WRrqdL,consent,1,-1,2,1,-2,-1,-2,3,dax,6,male,19,no,god,normal,lack,-0.2857142857142857,theist,TRUE
R_6imMvERd28QjYLX,consent,-3,-3,-3,-3,-3,-3,-3,1,dax,235,female,26,no,atheism,abnormal,lack,-3,theist,TRUE
R_87gqTk3dkyCqGrP,consent,2,0,0,1,-2,-2,-3,3,dax,6,male,20,no,god,normal,possess,-0.5714285714285714,theist,TRUE
R_eal62MigvVpcnBj,consent,2,2,2,2,3,-2,-3,-2,dax,6,male,23,no,god,abnormal,lack,0.8571428571428571,atheist,TRUE
R_9yOvngZ8wRpMNNz,consent,-3,-3,-3,-3,-2,-3,-3,3,dax,6,female,35,no,atheism,normal,possess,-2.857142857142857,theist,TRUE
R_2ohXviCCCcN69tH,consent,1,0,-1,0,1,-2,-1,1,dax,6,male,25,no,god,abnormal,lack,-0.2857142857142857,theist,TRUE
R_1ImjabmQYuVGLch,consent,-1,-1,0,2,0,2,-1,-1,Car,235,male,25,maybe,atheism,normal,lack,0.14285714285714285,atheist,FALSE
R_a9wB9n7ZS6P893D,consent,3,1,0,1,2,-2,-3,-2,dax,6,male,21,no,god,abnormal,possess,0.2857142857142857,atheist,TRUE
R_9B2h841cUVyuNmd,consent,2,2,0,2,2,-1,-0,2,dax,0,female,28,maybe,atheism,normal,possess,1,theist,TRUE
R_ernmAD2rd2SNqD3,no_consent,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
R_eJoRXkRspqgBjNP,consent,3,2,1,2,2,-3,-3,-3,dax,6,female,28,no,atheism,abnormal,lack,0.5714285714285714,atheist,TRUE
R_56K4DLQH7Fd05lr,consent,-2,1,-1,-2,-2,-2,-2,3,dax,6,female,36,no,god,normal,possess,-1.4285714285714286,theist,TRUE
R_6WFPQ3QJp0hOu21,consent,2,3,2,2,3,-2,-3,0,NA,2,male,19,no,atheism,abnormal,possess,1,neither,FALSE
R_bD6FPor5GRK7lZj,consent,-2,0,-1,0,-3,-3,-3,-2,dax,6,male,34,no,god,normal,lack,-1.7142857142857142,atheist,TRUE
R_3lwXUyLIEE2augd,no_consent,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
R_b8eXc10XzdJtGJv,consent,1,1,1,0,1,-2,-3,3,dax,6,female,41,no,god,abnormal,possess,-0.14285714285714285,theist,TRUE
R_bmgWAlxIxSySgBf,consent,0,2,-2,0,0,-3,-3,-3,dax,6,female,35,no,atheism,normal,possess,-0.8571428571428571,atheist,TRUE
R_3JjGSnBzJfZQB6t,consent,-3,-3,-3,-3,-3,-3,-3,3,dax,6,female,34,no,atheism,normal,lack,-3,theist,TRUE
R_0jome5GVm8OmIS1,consent,3,3,3,3,3,-3,-3,-3,dax,6,male,28,no,god,abnormal,lack,1.2857142857142858,atheist,TRUE
R_6Sg7KyLET9sYrlP,consent,3,-2,1,-3,2,-1,-3,2,dax,0,male,19,no,god,normal,lack,-0.42857142857142855,theist,TRUE
R_a2UFPI6pW7YmtY9,consent,0,-1,2,-1,0,-1,2,-2,dax,6,male,23,no,atheism,abnormal,possess,0.14285714285714285,atheist,TRUE
R_0eafLm408N80wCx,consent,-2,-1,-2,-1,-1,-1,-0,2,dax,6,female,34,no,atheism,normal,lack,-1.1428571428571428,theist,TRUE
R_5cL2vRbV70Z4dBr,consent,0,3,3,3,-1,-1,1,0,dax,6,male,20,no,god,abnormal,lack,1.1428571428571428,neither,TRUE
R_a02z2x0gqGoICy1,consent,1,2,1,2,1,-1,-1,-1,dax,6,male,18,no,atheism,normal,possess,0.7142857142857143,atheist,TRUE
R_6tnfriwL9dwl96B,no_consent,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
R_5cOnpPgac1P1cNv,consent,1,1,1,1,1,-1,-1,1,dax,0,male,20,no,god,normal,possess,0.42857142857142855,theist,TRUE
R_8cqNYE4nEhY0BHn,consent,2,0,0,0,3,2,-2,-3,dax,6,female,29,no,atheism,abnormal,lack,0.7142857142857143,atheist,TRUE
R_cwsZDNsZXJeTEQR,consent,2,1,0,2,0,-3,-3,2,Dax,235,female,32,no,god,normal,possess,-0.14285714285714285,theist,TRUE
R_6ojVsqu68aEv5k1,consent,2,-3,-3,3,1,-1,-3,-3,dax,2,male,20,no,atheism,abnormal,lack,-0.5714285714285714,atheist,TRUE
R_06wmr6zs6N9khYp,consent,1,1,1,0,-1,-3,-3,-3,dax,0,female,23,no,atheism,abnormal,possess,-0.5714285714285714,atheist,TRUE
R_cUDYqd1mHVT3b4p,consent,-3,-3,-3,-2,-3,-3,-3,0,dax,6,male,26,no,god,normal,lack,-2.857142857142857,neither,TRUE
R_aWXsFIuN0t4erl3,consent,3,3,2,1,2,-3,-2,-2,dax,6,female,23,no,god,abnormal,possess,0.8571428571428571,atheist,TRUE
R_8wZP9NydQcIpJiJ,consent,-3,1,2,-1,-2,-3,-2,2,dax,6,male,26,no,atheism,normal,possess,-1.1428571428571428,theist,TRUE
R_2uFxIdKK3KzyQ9n,consent,1,0,0,0,0,-2,-1,1,dax,6,male,23,no,god,abnormal,lack,-0.2857142857142857,theist,TRUE
R_efkWA4QcHhBrHed,consent,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,atheism,normal,possess,NA,NA,FALSE
R_1TfDUi9IQxJrdhb,consent,3,-1,2,1,-3,-3,-3,0,dax,0,female,24,no,atheism,abnormal,lack,-0.5714285714285714,neither,TRUE
R_e9eoFrJcFPd2rSl,consent,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,atheism,normal,possess,NA,NA,FALSE
R_3kOP4Xnue9EFjOR,consent,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,god,abnormal,possess,NA,NA,FALSE
R_3scNcy3NEIEpq0l,consent,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,atheism,abnormal,possess,NA,NA,FALSE
R_6hTxiU2RFkPwXsh,consent,2,2,2,2,1,-2,-0,0,dax,0,NA,NA,NA,god,normal,possess,1,neither,TRUE
R_0NcHxt5BYKQ0bxb,consent,3,0,0,0,1,-2,-1,-3,dax,0,female,26,NA,god,abnormal,lack,0.14285714285714285,atheist,TRUE
R_1XF2nmb5QAqzamN,consent,3,3,3,2,1,-3,-3,-2,dax,0,NA,NA,NA,god,normal,lack,0.8571428571428571,atheist,TRUE
R_bBqyE6zCTytZ3jD,consent,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,atheism,abnormal,possess,NA,NA,FALSE
R_9oWNJpVOzc0KswR,consent,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,god,abnormal,possess,NA,NA,FALSE
R_3Q4Gcuk9pG9kTNb,consent,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,atheism,normal,lack,NA,NA,FALSE
R_e9hdrmCRead5y9n,consent,3,0,0,-2,0,-2,-3,0,dax,6,female,30,no,god,abnormal,possess,-0.5714285714285714,neither,TRUE
R_2lPDDKpAAzTSNJH,consent,0,0,0,0,1,-2,-3,3,dax,6,female,28,no,atheism,normal,lack,-0.5714285714285714,theist,TRUE
