participant_id,consent,belief_in_god,conf_in_existing,heard_of_existing,michael_should,michael_would,plausible,realistic,common_check,proper_check,agree_check,done_before,sex,age,common,proper,theism,pass.common,pass.proper,pass.agree
R_3EuT6bfwG9aXKd7,consent,1,5,3,-2,-2,1,-1,4,1,2,yes,male,21,uncommon,proper,theist,TRUE,TRUE,FALSE
R_1LbfcShhar8fcgr,consent,1,7,2,-1,1,2,0,3,2,1,no,male,24,common,improper,theist,FALSE,TRUE,TRUE
R_2tuii5WwDtSLfnm,consent,0,4,4,-1,-1,-1,1,2,2,1,no,female,56,common,improper,neither,FALSE,TRUE,TRUE
R_5aRYs4REQUvg3o5,consent,1,4,4,0,2,1,2,4,1,1,no,male,26,uncommon,proper,theist,TRUE,TRUE,TRUE
R_BStv6weVd1vGhQR,consent,3,3,4,2,2,1,1,1,1,1,no,female,52,uncommon,improper,theist,FALSE,FALSE,TRUE
R_3pgvsgNJ38QfiZg,consent,0,2,4,0,-1,1,1,2,1,2,no,male,26,uncommon,proper,neither,FALSE,TRUE,FALSE
R_3huWoKYN1D4t1hm,consent,3,7,4,3,3,2,2,1,1,1,no,female,40,common,proper,theist,TRUE,TRUE,TRUE
R_1jTeQI7UoC5OjpT,consent,-2,3,4,0,-1,-2,-1,4,2,2,no,female,22,uncommon,improper,atheist,TRUE,TRUE,FALSE
R_85HNzTvsFGBW7vP,consent,-1,5,4,-2,0,2,2,1,2,2,no,male,56,common,improper,atheist,TRUE,TRUE,FALSE
R_2at0L2Rfa8f44lv,no_consent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_1LclSjogy2XNCUq,no_consent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_3JIT9AN1yrg9mgq,no_consent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_3qPuf9CCDIr6syd,no_consent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_1nSGf0HFmQ4WDr8,consent,1,2,4,2,0,-1,-2,3,1,1,no,female,27,uncommon,proper,theist,FALSE,TRUE,TRUE
R_3kuDGZlaJ66Nldy,consent,-2,5,3,0,0,2,1,2,1,1,no,male,28,common,proper,atheist,FALSE,TRUE,TRUE
R_1qVVbHYUrHzC8RP,consent,2,6,2,1,0,1,1,4,2,1,no,female,30,uncommon,proper,theist,TRUE,FALSE,TRUE
R_2rVFb733TN1sIUy,consent,-1,5,4,-1,-1,1,0,1,1,1,no,male,35,common,proper,atheist,TRUE,TRUE,TRUE
R_2QMauvbjWvN462D,consent,1,3,2,0,0,1,-1,2,1,1,no,male,22,uncommon,proper,theist,FALSE,TRUE,TRUE
R_SDEigfIL807n8VH,consent,2,5,3,0,1,2,1,2,1,1,no,male,25,uncommon,improper,theist,FALSE,FALSE,TRUE
R_RrYhpbTkxZXbcd3,consent,-3,1,4,0,0,0,0,2,2,2,no,male,39,common,proper,atheist,FALSE,FALSE,FALSE
R_1RMH5T9mSpUd5MB,consent,-3,6,2,-2,0,2,2,2,2,1,no,male,34,common,improper,atheist,FALSE,TRUE,TRUE
R_1eVr5HdiY9phgkl,consent,-3,1,3,0,0,1,1,1,2,1,no,male,27,common,improper,atheist,TRUE,TRUE,TRUE
R_2VfMl4ntFzQVQVA,no_consent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_1ghmMVIeYuRGDPp,consent,-2,6,4,-2,0,1,-1,2,2,1,no,female,27,uncommon,improper,atheist,FALSE,TRUE,TRUE
R_2qeXsQkEph9GkM8,consent,1,5,4,2,2,1,2,1,1,1,no,female,43,common,improper,theist,TRUE,FALSE,TRUE
R_2sbsUumvfVPJPQk,consent,-2,4,4,1,1,-1,-1,1,1,1,no,male,34,common,proper,atheist,TRUE,TRUE,TRUE
R_1rlw7JYP1oaNGKU,consent,-3,3,4,-2,0,-1,1,4,2,1,no,male,30,uncommon,improper,atheist,TRUE,TRUE,TRUE
R_3mmgPmg14MuznOZ,consent,3,1,4,3,3,-3,-3,4,1,1,no,female,52,common,improper,theist,FALSE,FALSE,TRUE
R_2QALI4YEH9ovEUx,consent,3,1,4,0,0,2,-1,1,1,1,no,male,31,common,proper,theist,TRUE,TRUE,TRUE
R_2TX10fVaIfjnrtb,consent,-3,4,4,-3,-2,-1,1,4,1,1,no,female,25,uncommon,proper,atheist,TRUE,TRUE,TRUE
R_1r1UjDvJpY11tyl,consent,0,1,4,0,0,0,1,2,1,1,no,male,34,common,proper,neither,FALSE,TRUE,TRUE
R_0MWNyHeVoGv1jR7,consent,2,5,4,-2,-1,1,-1,2,1,2,no,male,31,uncommon,proper,theist,FALSE,TRUE,FALSE
R_1pJq2ti0twMsIhh,consent,-1,4,4,1,2,2,0,1,1,1,no,female,33,uncommon,improper,atheist,FALSE,FALSE,TRUE
R_1MKGNwngwF2p4n2,consent,1,5,4,0,0,-1,-1,2,2,1,no,female,23,common,improper,theist,FALSE,TRUE,TRUE
R_1ery1HiaLLhe89L,consent,3,7,4,0,0,-3,-3,2,2,2,no,male,39,common,improper,theist,FALSE,TRUE,FALSE
R_2dlLrSDkKFc7VQl,consent,-2,3,4,-1,0,1,2,1,1,1,no,male,24,common,proper,atheist,TRUE,TRUE,TRUE
R_bpAYDbPqPY8p7pL,consent,-2,4,4,0,0,-1,1,1,1,1,no,male,45,common,proper,atheist,TRUE,TRUE,TRUE
R_2SDC6dSPT7w22F1,consent,-2,3,4,-2,0,1,-1,2,1,2,no,female,27,uncommon,improper,atheist,FALSE,FALSE,FALSE
R_1Kj7LFMyPii2tnR,consent,-2,4,4,-1,0,1,1,1,2,1,no,female,38,common,improper,atheist,TRUE,TRUE,TRUE
R_1QGY8QU2LObjfWR,consent,-3,5,4,0,2,2,3,1,1,1,no,female,23,common,proper,atheist,TRUE,TRUE,TRUE
R_3Ej43m4nOIV3WyH,consent,3,4,4,0,0,-2,-1,4,1,1,no,male,67,uncommon,proper,theist,TRUE,TRUE,TRUE
R_2pWsuQWr8sR8sDr,consent,3,7,4,0,0,-3,-3,1,2,1,no,female,30,common,improper,theist,TRUE,TRUE,TRUE
R_1jO1rnSLc9JfHcR,consent,-3,4,4,2,2,1,-1,4,1,1,no,female,25,uncommon,proper,atheist,TRUE,TRUE,TRUE
R_1Qc3Prtt4w2GQjO,consent,-3,1,4,1,1,-2,-3,2,2,1,no,female,30,common,improper,atheist,FALSE,TRUE,TRUE
R_2TzRhJVp18VII4z,consent,-3,6,3,0,0,1,2,4,1,1,no,male,55,uncommon,proper,atheist,TRUE,TRUE,TRUE
R_R8IoB6slmnFq0Lf,consent,2,2,4,0,0,1,-1,1,1,1,no,male,44,common,proper,theist,TRUE,TRUE,TRUE
R_Azk2ubE5pGx8reN,consent,1,5,2,0,1,1,1,3,1,1,no,male,24,uncommon,proper,theist,FALSE,TRUE,TRUE
R_3fdeVeYf4qYmXQF,consent,3,6,3,-1,0,1,1,4,2,1,no,female,58,uncommon,improper,theist,TRUE,TRUE,TRUE
R_3CEgSo7Y1Sc9clG,consent,0,3,4,2,2,0,1,2,1,1,no,male,37,uncommon,proper,neither,FALSE,TRUE,TRUE
R_1P6NMO96QMt3FYp,consent,-3,7,2,-3,0,3,3,4,2,1,no,female,48,uncommon,improper,atheist,TRUE,TRUE,TRUE
R_2AWFoWRvZbourgI,consent,-2,7,4,0,3,2,3,1,1,1,no,male,31,common,proper,atheist,TRUE,TRUE,TRUE
R_erFzF6NrJIDjgZP,no_consent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_1I5h4SI07VrUFvC,consent,-2,5,4,0,2,2,3,4,1,1,no,female,33,uncommon,proper,atheist,TRUE,TRUE,TRUE
R_RVJLAHJFe2PABgd,no_consent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_6m7CI6A5G0ZhxTP,consent,2,5,4,0,0,1,-1,4,2,2,no,male,27,uncommon,improper,theist,TRUE,TRUE,FALSE
R_XQYBFGJdzWVcSCl,consent,3,6,4,0,0,0,-1,1,1,1,no,female,57,common,improper,theist,TRUE,FALSE,TRUE
R_zeEU3P8s5rD8Re9,consent,-2,6,3,-2,0,2,2,1,1,1,no,male,45,common,proper,atheist,TRUE,TRUE,TRUE
R_UK0ZKP1LTXp3Bux,consent,2,3,4,0,-1,-2,-1,1,2,1,no,male,27,uncommon,improper,theist,FALSE,TRUE,TRUE
R_2rx9OjvwVonf1sG,consent,-3,4,4,0,2,0,-2,2,1,1,no,male,31,uncommon,improper,atheist,FALSE,FALSE,TRUE
R_2ydZnl6WkDDWDYW,consent,3,7,4,3,0,3,3,4,2,1,no,male,28,uncommon,improper,theist,TRUE,TRUE,TRUE
R_BXRqj7nRwaDZ9L3,consent,-3,5,4,0,3,-1,-1,1,1,1,no,male,44,uncommon,improper,atheist,FALSE,FALSE,TRUE
R_UryZpf7mCQ0qQhP,consent,-2,5,4,-2,-2,2,1,2,1,1,no,male,24,uncommon,proper,atheist,FALSE,TRUE,TRUE
R_0v8FYiXTXALkb8B,consent,-3,1,4,0,0,-2,-3,3,1,1,no,male,58,uncommon,proper,atheist,FALSE,TRUE,TRUE
R_3m8uFLP67ws9rnr,consent,-1,5,4,-1,0,2,1,4,2,1,no,male,34,uncommon,improper,atheist,TRUE,TRUE,TRUE
R_2U32mYsxVZfJTEY,consent,-2,2,4,0,-1,-1,-2,1,2,1,no,male,26,common,improper,atheist,TRUE,TRUE,TRUE
R_1LLK5nTmLPtk6uh,consent,-2,5,4,-1,0,1,2,2,1,1,no,male,30,common,proper,atheist,FALSE,TRUE,TRUE
R_U9Me9jHAmPlEMyB,consent,-3,5,4,1,0,-1,1,4,2,1,no,male,38,uncommon,improper,atheist,TRUE,TRUE,TRUE
R_eY7PsucqHuROAkF,consent,3,6,4,0,0,0,2,1,1,1,no,female,32,common,proper,theist,TRUE,TRUE,TRUE
R_2xzWsyTeoi70oIf,consent,3,4,4,-1,-1,-2,-2,3,2,2,no,male,23,uncommon,improper,theist,FALSE,TRUE,FALSE
R_27jOyuIL1db6LbV,consent,-3,5,4,-3,-1,3,3,1,2,1,no,male,29,common,improper,atheist,TRUE,TRUE,TRUE
R_x57fKbHdbyX47nj,consent,-2,2,4,2,2,0,-1,1,2,1,no,female,39,common,improper,atheist,TRUE,TRUE,TRUE
R_1IsWUMeMt8kLDTU,consent,-2,5,3,0,1,1,0,1,1,1,no,female,30,common,proper,atheist,TRUE,TRUE,TRUE
R_3P5ogaCITcz1AQi,consent,1,5,4,-1,-1,-1,-1,4,2,1,no,male,22,uncommon,improper,theist,TRUE,TRUE,TRUE
R_eIBNsFey9E8oYXn,consent,-3,1,4,2,2,0,-1,4,2,1,no,male,30,uncommon,improper,atheist,TRUE,TRUE,TRUE
R_yxQ6pmIlneSKASZ,consent,3,4,3,0,0,-1,-1,4,2,1,no,male,33,uncommon,improper,theist,TRUE,TRUE,TRUE
R_2ASfMZONIdMbjnz,consent,3,5,4,0,3,0,-1,4,1,1,no,female,60,uncommon,proper,theist,TRUE,TRUE,TRUE
R_21vuY0HLCYDxp4Z,consent,-3,7,3,-2,0,2,3,1,1,1,no,female,41,common,proper,atheist,TRUE,TRUE,TRUE
R_3sp6LyT1OgtPuMw,no_consent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_4TqmuREdSdLCbJv,consent,-2,5,4,-2,0,1,2,1,2,1,no,female,36,common,improper,atheist,TRUE,TRUE,TRUE
R_1BSgoBah2zYoffI,consent,-3,1,4,-3,2,-2,-2,1,2,1,no,male,38,common,improper,atheist,TRUE,TRUE,TRUE
R_2uNwEe7jtqrn6WL,consent,3,6,3,2,2,1,1,3,1,1,maybe,female,45,uncommon,proper,theist,FALSE,TRUE,TRUE
R_2CxGnuq511arriM,consent,-3,4,4,0,0,-1,0,1,1,1,no,female,62,common,proper,atheist,TRUE,TRUE,TRUE
R_tFpE50rtslqPtoB,consent,3,4,3,2,1,1,2,2,1,1,no,female,31,common,improper,theist,FALSE,FALSE,TRUE
R_3gZ5himoV2PfleO,consent,0,4,2,2,1,1,-1,4,1,1,no,female,30,uncommon,proper,neither,TRUE,TRUE,TRUE
R_OGRyORltLDvyuaJ,consent,0,3,4,0,1,1,1,4,1,1,no,male,27,uncommon,proper,neither,TRUE,TRUE,TRUE
R_2QQEEZKPegOy011,consent,3,5,4,0,0,-2,2,4,1,1,no,male,26,uncommon,proper,theist,TRUE,TRUE,TRUE
R_2cpIoW2jXYokla0,no_consent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_3fltM0CYHFtT7iv,consent,1,2,4,-1,0,-1,-2,1,2,1,no,female,34,common,improper,theist,TRUE,TRUE,TRUE
R_8wRm8aoZhdcHEpr,consent,-2,6,3,-2,0,2,3,4,2,1,no,male,39,uncommon,improper,atheist,TRUE,TRUE,TRUE
R_1lrZQyf8KZ0B7M5,consent,0,1,4,1,1,0,0,3,1,2,no,male,30,uncommon,proper,neither,FALSE,TRUE,FALSE
R_UAWZzi5YrhnX2kV,consent,-3,1,4,3,3,-3,-3,1,1,1,no,male,40,common,proper,atheist,TRUE,TRUE,TRUE
R_2Y8QX7uzgjLilla,consent,3,7,4,0,0,-1,-2,2,1,1,no,male,19,common,proper,theist,FALSE,TRUE,TRUE
R_2dmwVbLAgrQF2AN,consent,-2,5,4,-1,-1,2,2,4,2,1,no,female,26,uncommon,improper,atheist,TRUE,TRUE,TRUE
R_W9hHkTX57YIFdZv,consent,-3,3,4,0,2,-2,-3,4,1,1,no,male,28,uncommon,proper,atheist,TRUE,TRUE,TRUE
R_1opuUJI74kWBhX7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_3hlTjk9pVUoyawT,consent,3,1,4,-2,0,-3,-1,4,2,2,no,male,31,uncommon,improper,theist,TRUE,TRUE,FALSE
R_pc5hbSkV6AYdCEN,consent,1,5,4,0,0,1,2,1,1,1,no,male,33,uncommon,proper,theist,FALSE,TRUE,TRUE
R_1okfSk8K7OIMP4d,consent,-1,5,4,0,0,2,1,1,1,1,no,female,28,common,proper,atheist,TRUE,TRUE,TRUE
R_1mCpOgyyUfe4YWo,consent,3,6,4,2,2,1,1,3,1,1,no,male,65,uncommon,proper,theist,FALSE,TRUE,TRUE
R_3lrF720cnu9pQDb,consent,3,2,4,3,0,-3,-2,4,1,1,no,female,27,common,proper,theist,FALSE,TRUE,TRUE
R_3nq7H2lhZKD7l1G,consent,3,3,4,2,2,-1,1,1,1,1,no,female,58,common,proper,theist,TRUE,TRUE,TRUE
R_2wBlr6is1PC5xo4,consent,3,3,4,0,0,-1,-2,4,2,1,no,female,44,uncommon,improper,theist,TRUE,TRUE,TRUE
R_8kLYffeYpIe4qCR,consent,-2,3,4,-2,0,2,2,1,2,1,no,male,73,common,improper,atheist,TRUE,TRUE,TRUE
R_1Lkd6iGMPYophaa,consent,3,5,3,0,-1,-1,1,1,2,1,no,male,26,common,improper,theist,TRUE,TRUE,TRUE
R_3nBNGindG9faafT,consent,3,4,4,0,2,1,1,1,1,1,no,female,32,common,proper,theist,TRUE,TRUE,TRUE
R_ZDb38ZSdTZVVuPn,consent,3,5,4,0,0,-1,-1,2,2,1,no,female,57,uncommon,improper,theist,FALSE,TRUE,TRUE
R_eW1mtUrczGsFQY1,consent,-3,1,4,-3,0,3,3,1,2,2,no,male,57,common,improper,atheist,TRUE,TRUE,FALSE
R_3MPvoqABELQ0MBJ,consent,2,7,2,0,0,1,1,3,1,1,no,female,38,uncommon,proper,theist,FALSE,TRUE,TRUE
R_33xJye48sXaPEIl,consent,2,4,4,0,0,1,1,4,1,1,no,female,65,uncommon,proper,theist,TRUE,TRUE,TRUE
R_3p8U6FF81qYlSwz,consent,-3,4,4,0,0,0,1,2,2,1,no,male,18,common,improper,atheist,FALSE,TRUE,TRUE
R_3kteXsozRBA55le,consent,2,1,4,-1,0,-3,-2,1,2,1,no,male,45,common,improper,theist,TRUE,TRUE,TRUE
R_23f3E620tyX1AES,consent,3,7,4,3,3,2,2,4,1,1,no,female,25,uncommon,proper,theist,TRUE,TRUE,TRUE
R_3pbWEdaUwk9VR1e,consent,-3,7,3,0,1,3,1,2,2,1,no,male,49,common,improper,atheist,FALSE,TRUE,TRUE
R_2uBW5D2nlkqmg9R,consent,-2,1,4,-2,1,-2,1,4,2,1,no,male,34,uncommon,improper,atheist,TRUE,TRUE,TRUE
R_2PARb6a1zPhDfFa,consent,-2,2,4,2,2,-3,-1,1,2,2,no,male,35,common,improper,atheist,TRUE,TRUE,FALSE
R_33ljawpa98zf5Za,consent,-3,5,4,-1,-1,1,2,2,2,1,no,male,31,uncommon,improper,atheist,FALSE,TRUE,TRUE
R_a5fRANl8vLzmrmN,consent,3,5,4,1,1,2,2,1,1,1,no,male,58,uncommon,proper,theist,FALSE,TRUE,TRUE
R_8Hx0igAVbjprwlz,consent,3,2,4,0,0,-2,-1,4,1,1,yes,male,63,uncommon,proper,theist,TRUE,TRUE,TRUE
R_31RwiYUrW5SOLgN,consent,-2,5,3,-1,0,2,2,1,1,1,no,male,30,common,proper,atheist,TRUE,TRUE,TRUE
R_Qj2kctGF2W4KVVf,consent,-3,5,3,0,3,1,-1,4,1,1,no,female,41,uncommon,proper,atheist,TRUE,TRUE,TRUE
R_3ijVq4Fkmn6fdH8,no_consent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_1I5UBY0dGM3KyhQ,consent,-2,2,3,2,2,2,1,1,1,1,maybe,male,23,common,proper,atheist,TRUE,TRUE,TRUE
R_2RaD02n898fD1WT,consent,3,6,4,3,3,1,-3,3,1,1,no,female,34,uncommon,proper,theist,FALSE,TRUE,TRUE
R_RUeTaFBX9O5y8Pn,consent,0,2,4,0,3,-3,1,4,1,1,no,female,61,uncommon,proper,neither,TRUE,TRUE,TRUE
R_3hEzwcgblkFOmOf,consent,2,6,1,0,2,2,3,4,1,1,no,female,43,uncommon,proper,theist,TRUE,TRUE,TRUE
R_spwPlKNipg4zH57,consent,3,7,4,2,2,1,1,1,1,1,no,female,34,common,proper,theist,TRUE,TRUE,TRUE
R_3q9lzE0to6vRmao,consent,2,3,4,0,-1,1,1,1,2,2,no,female,47,common,improper,theist,TRUE,TRUE,FALSE
R_1LTGE3uYYcxtwUA,consent,1,2,4,-2,-1,1,1,4,2,1,no,female,20,uncommon,improper,theist,TRUE,TRUE,TRUE
R_3koctlScsWW7WRU,consent,-3,4,4,0,0,2,0,1,2,2,no,male,35,common,improper,atheist,TRUE,TRUE,FALSE
R_AKEarlgL5RKPmU1,consent,-3,2,4,2,2,-3,-1,3,2,1,no,male,59,common,improper,atheist,FALSE,TRUE,TRUE
R_Qp4dDjLC4xKZjK9,consent,-2,4,3,-1,0,0,-1,4,2,1,no,male,45,uncommon,improper,atheist,TRUE,TRUE,TRUE
R_3esg3ibTmBcrqb6,consent,1,3,4,0,-1,-1,1,1,2,2,no,female,48,common,improper,theist,TRUE,TRUE,FALSE
R_yKHmyEG1lHHVag1,consent,0,2,4,2,3,1,2,4,1,1,no,male,26,uncommon,proper,neither,TRUE,TRUE,TRUE
R_1CroC4w4LfC3tLw,consent,-1,5,4,2,2,-2,-2,3,1,1,no,male,28,uncommon,proper,atheist,FALSE,TRUE,TRUE
R_O9giREOT5KemEal,consent,3,6,1,0,3,1,3,3,2,1,yes,female,34,common,proper,theist,FALSE,FALSE,TRUE
R_2XjwQ5IgDBm7L8x,consent,-2,1,4,-2,0,0,0,1,2,2,no,male,56,common,improper,atheist,TRUE,TRUE,FALSE
R_30kMspNHpooyUrF,consent,-3,5,4,-2,-1,-1,-1,4,2,1,no,male,23,uncommon,improper,atheist,TRUE,TRUE,TRUE
R_RWS1leEsjnBBpg5,consent,1,5,4,-1,0,-1,1,4,1,1,no,male,63,uncommon,proper,theist,TRUE,TRUE,TRUE
R_73c1svDSaoztWYp,consent,-2,5,3,0,0,1,1,2,2,1,NA,male,27,uncommon,proper,atheist,FALSE,FALSE,TRUE
R_1ONA7Ax2LhjkDa7,consent,1,5,3,0,2,1,1,1,1,1,no,female,43,common,proper,theist,TRUE,TRUE,TRUE
R_3nfuFjFAhAyetn3,consent,-2,3,3,0,0,0,0,2,1,1,no,male,29,uncommon,proper,atheist,FALSE,TRUE,TRUE
R_2yswpdJFZCyFN0m,consent,2,4,4,1,1,0,-1,1,2,1,no,female,58,common,improper,theist,TRUE,TRUE,TRUE
R_3rrA5nGQrepsPV7,consent,3,2,4,0,1,-2,1,1,2,1,no,female,40,common,improper,theist,TRUE,TRUE,TRUE
R_3imXed99630F454,no_consent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
R_1imMp0e9XQR6HMz,consent,0,1,4,2,0,-2,-2,1,1,1,no,female,52,uncommon,improper,neither,FALSE,FALSE,TRUE
R_3kth9MQunTWWrCN,consent,-2,2,4,1,3,NA,NA,1,1,1,no,male,23,common,proper,atheist,TRUE,TRUE,TRUE
R_1Kx58r4Gkn1gY61,consent,-3,3,4,-2,-2,2,2,1,2,1,no,male,19,common,improper,atheist,TRUE,TRUE,TRUE
R_1FLO9ezHMoo7WOw,consent,3,4,4,2,2,0,-2,4,2,1,no,female,36,uncommon,improper,theist,TRUE,TRUE,TRUE
R_ZELxJw7mit2TxLz,consent,-1,3,4,-1,-1,-1,-2,4,2,1,no,male,42,uncommon,improper,atheist,TRUE,TRUE,TRUE
R_31YtacNyjLizBT5,consent,-2,2,4,2,2,-3,-2,3,2,1,no,male,37,uncommon,improper,atheist,FALSE,TRUE,TRUE
R_3pcobszGaGdk9NM,consent,3,7,4,0,0,-2,-2,4,2,2,no,male,50,common,improper,theist,FALSE,TRUE,FALSE
R_2VL6pQsIPZyQGKd,consent,-2,4,4,-2,-2,2,1,1,1,2,no,female,25,common,proper,atheist,TRUE,TRUE,FALSE
R_1jDMvmcqLkLfbMK,consent,3,1,4,0,0,-3,1,3,2,1,no,female,65,uncommon,improper,theist,FALSE,TRUE,TRUE
R_1GyoRgyIARuaCLz,consent,-2,3,4,1,1,0,-2,1,2,1,no,male,26,common,improper,atheist,TRUE,TRUE,TRUE
R_3sgnaMNnDnUv2MH,consent,1,6,4,1,1,1,1,3,1,1,no,female,38,uncommon,proper,theist,FALSE,TRUE,TRUE
R_OJCmRH0tJu7iwVz,consent,3,4,2,0,0,0,0,1,2,1,yes,female,63,common,improper,theist,TRUE,TRUE,TRUE
R_1KoTdf7qCtnCMsz,consent,3,6,4,2,2,1,0,3,1,1,no,female,61,uncommon,proper,theist,FALSE,TRUE,TRUE
R_T7nAcsEtsynkjRv,consent,3,4,3,0,0,-2,2,4,2,1,no,male,54,uncommon,improper,theist,TRUE,TRUE,TRUE
R_TnEr48DTuJrAwRb,consent,-3,1,4,1,1,1,-3,3,2,1,no,male,25,uncommon,improper,atheist,FALSE,TRUE,TRUE
R_1HeJgYz9sI1XhkR,consent,-3,4,4,0,2,1,-2,1,1,1,no,male,27,common,proper,atheist,TRUE,TRUE,TRUE
R_3n9hBdloCqKC3ZO,consent,3,7,4,0,0,-3,-3,4,2,2,no,female,49,uncommon,proper,theist,TRUE,FALSE,FALSE
R_24odgcCC4ggWHZF,consent,3,5,4,0,0,1,1,4,1,1,no,female,36,uncommon,proper,theist,TRUE,TRUE,TRUE
R_3lz7kv2zcvzlNHq,consent,2,6,4,-1,-1,-2,-1,1,2,1,no,male,53,common,improper,theist,TRUE,TRUE,TRUE
R_10Zy0xIJ3zl1ILS,consent,1,6,4,0,-2,-2,-1,4,2,1,no,female,30,common,improper,theist,FALSE,TRUE,TRUE
R_SCMeigam0ptYkKd,consent,3,1,4,2,2,-3,-3,2,1,1,no,female,32,uncommon,proper,theist,FALSE,TRUE,TRUE
R_do595MORKylAgh3,consent,-2,4,4,0,0,-1,-1,3,2,2,no,male,27,uncommon,improper,atheist,FALSE,TRUE,FALSE
R_1OGOtDqxAMj4fo6,consent,0,4,4,0,-1,0,-1,3,2,2,no,male,23,uncommon,proper,neither,FALSE,FALSE,FALSE
R_RnmOTyeXEw0hjRT,consent,3,5,4,2,2,1,2,4,1,1,no,female,60,uncommon,proper,theist,TRUE,TRUE,TRUE
R_3dKQiTtqUy0sCh4,consent,0,7,3,-1,0,2,3,1,2,1,no,female,37,common,improper,neither,TRUE,TRUE,TRUE
R_2wSl7R2zK5zUnH4,consent,-3,4,3,0,0,1,1,2,1,1,no,male,56,uncommon,proper,atheist,FALSE,TRUE,TRUE
R_1FP2RdVwspIHJmg,consent,1,5,4,2,0,1,1,4,1,1,no,male,26,uncommon,proper,theist,TRUE,TRUE,TRUE
R_2SGiwxXWNyWxkwQ,consent,0,3,3,0,2,0,1,1,1,1,no,male,33,common,proper,neither,TRUE,TRUE,TRUE
R_D8JWwBrmxB3sSv7,consent,3,7,4,3,3,-1,-1,4,1,1,no,female,24,uncommon,proper,theist,TRUE,TRUE,TRUE
R_W3tlHso8X5iYtah,consent,3,7,4,0,0,-1,-2,4,2,1,no,male,72,uncommon,improper,theist,TRUE,TRUE,TRUE
R_2pYUv9uoH13U7u9,consent,-2,1,4,0,0,-2,-1,4,2,2,no,male,38,uncommon,improper,atheist,TRUE,TRUE,FALSE
